OG0024460	ENSSSAG00000100088.1	XM_035760369.2	ENSOKIG00005045768.1	XM_046368360.1
OG0030419	ENSSSAG00000081705.2	XM_035796684.2	ENSOKIG00005017587.1	XM_046342677.1
OG0030420	ENSSSAG00000045656.2	XM_035783780.2	ENSOKIG00005009745.1	XM_046329667.1
OG0030422	ENSSSAG00000119452.1	XM_035774713.2	ENSOKIG00005021385.1	XM_046298260.1
OG0030423	ENSSSAG00000007302.2	XM_035740615.2	ENSOKIG00005023219.1	XM_046343887.1
OG0030424	ENSSSAG00000002957.2	XM_035775034.2	ENSOKIG00005006812.1	XM_046298538.1
OG0030425	ENSSSAG00000072638.2	XM_035742606.2	ENSOKIG00005002332.1	XM_046308874.1
OG0030426	ENSSSAG00000009227.2	XM_052517535.1	ENSOKIG00005016770.1	XM_046368044.1
OG0030427	ENSSSAG00000072307.2	XM_052467183.1	ENSOKIG00005010501.1	XM_046296491.1
OG0030428	ENSSSAG00000003258.2	XM_035776783.2	ENSOKIG00005044455.1	XM_046369471.1
OG0030429	ENSSSAG00000114864.1	XM_035795734.2	ENSOKIG00005010314.1	XM_046325919.1
OG0030431	ENSSSAG00000006782.2	XM_052486277.1	ENSOKIG00005002955.1	XM_046309174.1
OG0030433	ENSSSAG00000072322.2	XM_035791309.2	ENSOKIG00005010475.1	XR_006831244.1
OG0030434	ENSSSAG00000007349.2	XM_035739669.2	ENSOKIG00005023298.1	XM_046337163.1
OG0030435	ENSSSAG00000072327.2	XM_035791455.2	ENSOKIG00005010473.1	XM_046294969.1
OG0030436	ENSSSAG00000009861.2	XM_052472372.1	ENSOKIG00005010191.1	XM_046326342.1
OG0030437	ENSSSAG00000104873.1	XM_035740224.2	ENSOKIG00005013713.1	XM_046344278.1
OG0030438	ENSSSAG00000007370.2	XM_035739812.2	ENSOKIG00005023421.1	XM_046337175.1
OG0030439	ENSSSAG00000067860.2	XM_052470354.1	ENSOKIG00005048125.1	XM_046353756.1
OG0030440	ENSSSAG00000044521.2	XM_035761886.2	ENSOKIG00005006763.1	XM_046304247.1
OG0030441	ENSSSAG00000068604.2	XM_035748847.2	ENSOKIG00005026859.1	XM_046297246.1
OG0030442	ENSSSAG00000044119.2	XM_035776531.2	ENSOKIG00005015843.1	XM_046301494.1
OG0030443	ENSSSAG00000042351.2	XM_035760498.2	ENSOKIG00005013294.1	XM_046340455.1
OG0030444	ENSSSAG00000093864.1	XM_035750256.2	ENSOKIG00005007673.1	XM_046367887.1
OG0030446	ENSSSAG00000042503.2	XM_035764422.2	ENSOKIG00005047128.1	XM_046339375.1
OG0030447	ENSSSAG00000064282.2	XM_035798958.2	ENSOKIG00005034742.1	XM_046303277.1
OG0030448	ENSSSAG00000067504.2	XM_035797548.2	ENSOKIG00005032355.1	XM_046339718.1
OG0030449	ENSSSAG00000064083.2	XM_035788725.2	ENSOKIG00005015896.1	XM_046359344.1
OG0030450	ENSSSAG00000066412.2	XM_035759493.2	ENSOKIG00005026338.1	XM_046321838.1
OG0030451	ENSSSAG00000044224.2	XM_035740215.2	ENSOKIG00005013835.1	XM_046337431.1
OG0030452	ENSSSAG00000079068.2	XM_035800998.2	ENSOKIG00005050322.1	XM_046355317.1
OG0030453	ENSSSAG00000119141.1	XM_052476014.1	ENSOKIG00005045766.1	XM_046322292.1
OG0030454	ENSSSAG00000074038.2	XM_035740155.2	ENSOKIG00005024286.1	XM_046344361.1
OG0030455	ENSSSAG00000108496.1	XM_035737242.2	ENSOKIG00005003440.1	XM_046351744.1
OG0030456	ENSSSAG00000074566.2	XM_035736458.2	ENSOKIG00005041009.1	XM_046348712.1
OG0030457	ENSSSAG00000085578.1	XM_035736457.2	ENSOKIG00005041005.1	ne 4 _bag4__ m
OG0030458	ENSSSAG00000056407.2	XM_035788481.2	ENSOKIG00005021150.1	XM_046359592.1
OG0030459	ENSSSAG00000010223.2	XM_035759431.2	ENSOKIG00005047969.1	XM_046356110.1
OG0030460	ENSSSAG00000096097.1	XM_035798966.2	ENSOKIG00005034618.1	XM_046303256.1
OG0030461	ENSSSAG00000074573.2	XM_035735253.2	ENSOKIG00005040960.1	XM_046348714.1
OG0030462	ENSSSAG00000056405.2	XM_035788487.1	ENSOKIG00005021157.1	XM_046359594.1
OG0030463	ENSSSAG00000074579.2	XM_035736459.2	ENSOKIG00005040860.1	XM_046348715.1
OG0030464	ENSSSAG00000103910.1	XM_035798967.2	ENSOKIG00005034600.1	XM_046303211.1
OG0030465	ENSSSAG00000038006.2	XM_035783781.2	ENSOKIG00005009716.1	XM_046329704.1
OG0030466	ENSSSAG00000100425.1	XM_035798481.2	ENSOKIG00005021821.1	XM_046308244.1
OG0030468	ENSSSAG00000063340.2	XM_035743351.2	ENSOKIG00005032856.1	XM_046348507.1
OG0030469	ENSSSAG00000111835.1	XM_035786639.2	ENSOKIG00005007520.1	XM_046346368.1
OG0030470	ENSSSAG00000116908.1	XM_035775523.2	ENSOKIG00005036602.1	XM_046368314.1
OG0030471	ENSSSAG00000039699.2	XM_035798565.2	ENSOKIG00005012282.1	XM_046293742.1
OG0030472	ENSSSAG00000066768.2	XM_035775522.2	ENSOKIG00005036619.1	XM_046368315.1
OG0030473	ENSSSAG00000001368.2	XM_035801129.2	ENSOKIG00005011490.1	XM_046357302.1
OG0030474	ENSSSAG00000006852.2	XM_035797761.2	ENSOKIG00005034776.1	XM_046308774.1
OG0030475	ENSSSAG00000007460.2	XM_035798456.2	ENSOKIG00005031833.1	XM_046308627.1
OG0030476	ENSSSAG00000040669.2	XM_035782381.2	ENSOKIG00005040178.1	XM_046303906.1
OG0030477	ENSSSAG00000071616.2	XM_035773426.2	ENSOKIG00005013961.1	XM_046361553.1
OG0030478	ENSSSAG00000108449.1	XM_035797549.2	ENSOKIG00005034192.1	XM_046339710.1
OG0030479	ENSSSAG00000113831.1	XM_035772324.2	ENSOKIG00005029288.1	XM_046316780.1
OG0030480	ENSSSAG00000074058.2	XM_035740152.2	ENSOKIG00005024432.1	XM_046337561.1
OG0030481	ENSSSAG00000074044.2	XM_035740154.2	ENSOKIG00005024334.1	XM_046344360.1
OG0030482	ENSSSAG00000086031.1	XM_052481695.1	ENSOKIG00005028768.1	XM_046364879.1
OG0030483	ENSSSAG00000075878.2	XM_035762016.2	ENSOKIG00005028757.1	XM_046364200.1
OG0030484	ENSSSAG00000087375.1	XM_035778937.2	ENSOKIG00005040834.1	XM_046312269.1
OG0030485	ENSSSAG00000080940.2	XM_035774291.1	ENSOKIG00005038368.1	XM_046299172.1
OG0030486	ENSSSAG00000079544.2	XM_035753845.2	ENSOKIG00005030260.1	XM_046359109.1
OG0030487	ENSSSAG00000079171.2	XM_035737255.2	ENSOKIG00005003202.1	XM_046352967.1
OG0030488	ENSSSAG00000074054.2	XM_035739652.2	ENSOKIG00005024413.1	XM_046337543.1
OG0030489	ENSSSAG00000073317.2	XM_035796050.2	ENSOKIG00005043940.1	XM_046334018.1
OG0030490	ENSSSAG00000078919.2	XM_035752433.2	ENSOKIG00005006837.1	XM_046368662.1
OG0030491	ENSSSAG00000074131.2	XM_035740146.2	ENSOKIG00005025737.1	XM_046344369.1
OG0030492	ENSSSAG00000096942.1	XM_035753848.2	ENSOKIG00005030303.1	XM_046359108.1
OG0030493	ENSSSAG00000079559.2	XM_052498297.1	ENSOKIG00005030331.1	XM_046357932.1
OG0030494	ENSSSAG00000117767.1	XM_035753849.2	ENSOKIG00005030367.1	XM_046359106.1
OG0030495	ENSSSAG00000063971.2	XM_035796002.1	ENSOKIG00005018785.1	XM_046335717.1
OG0030496	ENSSSAG00000102182.1	XM_035772402.2	ENSOKIG00005050997.1	XM_046317589.1
OG0030497	ENSSSAG00000080634.2	XM_035737430.2	ENSOKIG00005046742.1	XM_046352784.1
OG0030498	ENSSSAG00000081529.2	XM_035772403.2	ENSOKIG00005050998.1	XM_046316683.1
OG0030499	ENSSSAG00000054795.2	XM_035772557.2	ENSOKIG00005043622.1	XM_046317727.1
OG0030500	ENSSSAG00000094075.1	XM_035737431.2	ENSOKIG00005046734.1	XM_046352782.1
OG0030501	ENSSSAG00000058799.2	XM_052502714.1	ENSOKIG00005022513.1	XR_006835450.1
OG0030502	ENSSSAG00000041193.2	XM_035791038.2	ENSOKIG00005037221.1	XM_046351564.1
OG0030503	ENSSSAG00000056895.2	XM_035772686.2	ENSOKIG00005046451.1	XM_046317780.1
OG0030504	ENSSSAG00000095139.1	XM_035768423.2	ENSOKIG00005034007.1	XM_046364873.1
OG0030505	ENSSSAG00000045860.2	XM_035772360.2	ENSOKIG00005025711.1	XM_046317159.1
OG0030506	ENSSSAG00000089549.1	XM_035787462.2	ENSOKIG00005000848.1	XM_046345235.1
OG0030507	ENSSSAG00000066917.2	XM_035798619.2	ENSOKIG00005003963.1	XM_046307205.1
OG0030508	ENSSSAG00000066920.2	XM_035798620.2	ENSOKIG00005003958.1	XM_046293663.1
OG0030509	ENSSSAG00000088503.1	XM_035734414.2	ENSOKIG00005050492.1	XM_046357015.1
OG0030510	ENSSSAG00000078507.2	XM_035734413.2	ENSOKIG00005050493.1	XM_046357016.1
OG0030511	ENSSSAG00000044179.2	XM_035752422.2	ENSOKIG00005007003.1	XM_046368671.1
OG0030512	ENSSSAG00000007607.2	XM_035775063.2	ENSOKIG00005015553.1	XM_046298591.1
OG0030513	ENSSSAG00000041081.2	XM_035778792.2	ENSOKIG00005010247.1	XM_046311937.1
OG0030514	ENSSSAG00000078155.2	XM_035753806.2	ENSOKIG00005022968.1	XM_046359157.1
OG0030515	ENSSSAG00000068724.2	XM_035796310.2	ENSOKIG00005030778.1	XM_046342970.1
OG0030516	ENSSSAG00000074990.2	XM_035736479.2	ENSOKIG00005038979.1	XM_046351266.1
OG0030517	ENSSSAG00000046088.2	XM_035757141.2	ENSOKIG00005021234.1	XM_046348684.1
OG0030518	ENSSSAG00000083680.1	XM_035800396.2	ENSOKIG00005014845.1	XM_046322319.1
OG0030519	ENSSSAG00000089945.1	XM_035757145.1	ENSOKIG00005021192.1	XM_046348685.1
OG0030520	ENSSSAG00000007642.2	XM_035775068.2	ENSOKIG00005015656.1	XM_046298593.1
OG0030521	ENSSSAG00000096742.1	XM_035791040.1	ENSOKIG00005037338.1	XM_046351563.1
OG0030522	ENSSSAG00000080704.2	XM_035774820.2	ENSOKIG00005036530.1	XM_046298350.1
OG0030523	ENSSSAG00000073474.2	XM_052473974.1	ENSOKIG00005044400.1	XM_046333995.1
OG0030526	ENSSSAG00000061495.2	XM_052477202.1	ENSOKIG00005014904.1	XM_046321386.1
OG0030527	ENSSSAG00000072669.2	XM_052477394.1	ENSOKIG00005045523.1	XM_046320983.1
OG0030528	ENSSSAG00000001330.2	XM_035776148.2	ENSOKIG00005016379.1	XM_046370002.1
OG0030529	ENSSSAG00000079722.2	XM_035777469.2	ENSOKIG00005022986.1	XM_046312040.1
OG0030530	ENSSSAG00000012642.2	XM_052461517.1	ENSOKIG00005026948.1	XM_046300553.1
OG0030531	ENSSSAG00000004971.2	XM_035800586.2	ENSOKIG00005049885.1	XM_046321177.1
OG0030532	ENSSSAG00000097019.1	XM_052512700.1	ENSOKIG00005024602.1	XM_046336727.1
OG0030533	ENSSSAG00000012288.2	XM_035765159.2	ENSOKIG00005026979.1	XM_046299870.1
OG0030535	ENSSSAG00000066019.2	XM_052461801.1	ENSOKIG00005020822.1	XM_046345199.1
OG0030536	ENSSSAG00000093470.1	XM_035765583.2	ENSOKIG00005045506.1	XM_046321267.1
OG0030537	ENSSSAG00000073814.2	ne homolog 3a	ENSOKIG00005011894.1	ne homolog 3a
OG0030538	ENSSSAG00000040991.2	XM_035739087.2	ENSOKIG00005014325.1	XM_046364389.1
OG0030539	ENSSSAG00000066020.2	XM_035799384.2	ENSOKIG00005027462.1	XM_046321921.1
OG0030540	ENSSSAG00000081459.2	XM_035772428.2	ENSOKIG00005050980.1	XM_046317253.1
OG0030541	ENSSSAG00000113868.1	XM_035771562.2	ENSOKIG00005050981.1	XM_046316678.1
OG0030542	ENSSSAG00000104590.1	XM_035799379.2	ENSOKIG00005027551.1	XM_046321361.1
OG0030543	ENSSSAG00000093584.1	XM_035801431.2	ENSOKIG00005050586.1	XM_046357028.1
OG0030544	ENSSSAG00000080152.2	XM_035741899.2	ENSOKIG00005038674.1	XM_046351903.1
OG0030546	ENSSSAG00000118561.1	XM_035743322.2	ENSOKIG00005008212.1	XM_046309141.1
OG0030547	ENSSSAG00000102296.1	XM_035798185.2	ENSOKIG00005043738.1	XM_046311272.1
OG0030548	ENSSSAG00000039300.2	XM_035747745.2	ENSOKIG00005012058.1	XM_046331461.1
OG0030549	ENSSSAG00000046862.2	XM_035746410.2	ENSOKIG00005015360.1	XM_046329982.1
OG0030550	ENSSSAG00000015452.2	XM_052461590.1	ENSOKIG00005026006.1	XM_046300319.1
OG0030551	ENSSSAG00000007669.2	XM_052523830.1	ENSOKIG00005015680.1	XM_046298594.1
OG0030552	ENSSSAG00000101032.1	XM_035763816.2	ENSOKIG00005018829.1	XM_046305907.1
OG0030554	ENSSSAG00000066161.2	XM_035786159.2	ENSOKIG00005020591.1	XM_046346837.1
OG0030555	ENSSSAG00000073345.2	XM_035746130.2	ENSOKIG00005015524.1	XM_046302411.1
OG0030556	ENSSSAG00000105494.1	XM_035753821.2	ENSOKIG00005023168.1	XM_046359133.1
OG0030557	ENSSSAG00000090071.1	XM_035800292.2	ENSOKIG00005038506.1	XM_046321308.1
OG0030558	ENSSSAG00000090448.1	XM_035761402.2	ENSOKIG00005044883.1	XM_046339394.1
OG0030559	ENSSSAG00000077134.2	XM_035757869.2	ENSOKIG00005012745.1	XM_046355949.1
OG0030560	ENSSSAG00000051717.2	XM_035743160.2	ENSOKIG00005016450.1	XM_046309625.1
OG0030561	ENSSSAG00000050860.2	XM_035761005.2	ENSOKIG00005026572.1	XM_046313975.1
OG0030562	ENSSSAG00000097864.1	XM_035743252.2	ENSOKIG00005016126.1	XM_046309330.1
OG0030564	ENSSSAG00000000110.2	XM_052476165.1	ENSOKIG00005038041.1	XM_046353915.1
OG0030565	ENSSSAG00000040279.2	XM_035778790.2	ENSOKIG00005009980.1	XM_046309810.1
OG0030566	ENSSSAG00000009449.2	XM_035737871.2	ENSOKIG00005018493.1	XM_046352366.1
OG0030567	ENSSSAG00000062846.2	XM_035787460.2	ENSOKIG00005029635.1	XM_046345239.1
OG0030568	ENSSSAG00000086687.1	XM_035754662.2	ENSOKIG00005034753.1	XM_046357928.1
OG0030569	ENSSSAG00000065860.2	XM_035796043.2	ENSOKIG00005025119.1	XM_046334189.1
OG0030570	ENSSSAG00000009435.2	XM_052501501.1	ENSOKIG00005018622.1	XM_046352067.1
OG0030571	ENSSSAG00000065873.2	XM_052473868.1	ENSOKIG00005025226.1	XM_046340094.1
OG0030572	ENSSSAG00000069098.2	XM_035782616.2	ENSOKIG00005049579.1	XM_046306152.1
OG0030573	ENSSSAG00000076502.2	XM_035791485.2	ENSOKIG00005011624.1	XM_046294939.1
OG0030574	ENSSSAG00000067571.2	XM_035798236.2	ENSOKIG00005038624.1	XM_046311060.1
OG0030575	ENSSSAG00000040757.2	XM_035753910.1	ENSOKIG00005001688.1	XM_046359043.1
OG0030576	ENSSSAG00000040786.2	XM_035753907.2	ENSOKIG00005001697.1	XM_046359041.1
OG0030577	ENSSSAG00000041475.2	XM_035753919.1	ENSOKIG00005001830.1	XM_046357719.1
OG0030578	ENSSSAG00000106122.1	XM_052513698.1	ENSOKIG00005018507.1	XM_046352066.1
OG0030579	ENSSSAG00000077482.2	XM_035772613.2	ENSOKIG00005049249.1	XM_046317237.1
OG0030580	ENSSSAG00000089851.1	XM_035772617.2	ENSOKIG00005049246.1	XM_046317869.1
OG0030581	ENSSSAG00000113363.1	XM_052473772.1	ENSOKIG00005010336.1	XM_046340828.1
OG0030582	ENSSSAG00000074210.2	XM_035739649.2	ENSOKIG00005026189.1	XM_046337590.1
OG0030583	ENSSSAG00000081095.2	XM_035797437.2	ENSOKIG00005010342.1	XM_046340822.1
OG0030584	ENSSSAG00000077524.2	XM_052521452.1	ENSOKIG00005049163.1	XM_046316706.1
OG0030585	ENSSSAG00000078561.2	XM_035775727.2	ENSOKIG00005028779.1	XM_046370511.1
OG0030586	ENSSSAG00000083733.1	XM_035795448.2	ENSOKIG00005030405.1	XM_046326221.1
OG0030587	ENSSSAG00000121259.1	XM_052525429.1	ENSOKIG00005049229.1	XM_046290274.1
OG0030588	ENSSSAG00000065706.2	XM_035786192.2	ENSOKIG00005021786.1	XM_046346812.1
OG0030589	ENSSSAG00000065713.2	XM_035786191.2	ENSOKIG00005021779.1	XM_046345193.1
OG0030590	ENSSSAG00000040820.2	XM_035740738.2	ENSOKIG00005033497.1	XM_046343758.1
OG0030591	ENSSSAG00000110499.1	XM_035736663.2	ENSOKIG00005038574.1	XM_046351692.1
OG0030592	ENSSSAG00000075725.2	XM_052527427.1	ENSOKIG00005008055.1	XM_046301420.1
OG0030593	ENSSSAG00000081647.2	XM_052493732.1	ENSOKIG00005046928.1	XM_046363105.1
OG0030595	ENSSSAG00000068699.2	XM_035786146.2	ENSOKIG00005017077.1	XM_046346849.1
OG0030596	ENSSSAG00000080274.2	XM_035741061.2	ENSOKIG00005037952.1	XM_046353919.1
OG0030597	ENSSSAG00000039042.2	XM_035762088.2	ENSOKIG00005049346.1	XM_046290277.1
OG0030598	ENSSSAG00000080269.2	XM_035796401.2	ENSOKIG00005037966.1	XM_046353918.1
OG0030599	ENSSSAG00000080276.2	XM_035741049.2	ENSOKIG00005037945.1	XM_046351904.1
OG0030600	ENSSSAG00000006896.2	XM_035741008.2	ENSOKIG00005025748.1	XM_046332481.1
OG0030601	ENSSSAG00000008865.2	XM_035801096.2	ENSOKIG00005017562.1	XM_046357333.1
OG0030602	ENSSSAG00000008896.2	XM_035801095.2	ENSOKIG00005017614.1	XM_046355306.1
OG0030603	ENSSSAG00000041806.2	XM_052480856.1	ENSOKIG00005036155.1	XM_046352085.1
OG0030604	ENSSSAG00000080158.2	XM_035735641.2	ENSOKIG00005050460.1	XM_046350280.1
OG0030605	ENSSSAG00000088784.1	XM_052477980.1	ENSOKIG00005017625.1	XM_046357337.1
OG0030606	ENSSSAG00000009058.2	XM_035757449.2	ENSOKIG00005017636.1	XM_046355308.1
OG0030607	ENSSSAG00000054480.2	XM_035779427.2	ENSOKIG00005038381.1	XM_046310943.1
OG0030608	ENSSSAG00000049010.2	XM_035777131.2	ENSOKIG00005001289.1	XM_046311928.1
OG0030609	ENSSSAG00000001865.2	XM_035742648.2	ENSOKIG00005023529.1	XM_046309561.1
OG0030610	ENSSSAG00000073225.2	XM_035736740.2	ENSOKIG00005015090.1	XM_046349572.1
OG0030611	ENSSSAG00000089926.1	XM_035759084.2	ENSOKIG00005041028.1	XM_046315340.1
OG0030612	ENSSSAG00000066652.2	XM_035759073.1	ENSOKIG00005039303.1	XM_046313665.1
OG0030613	ENSSSAG00000105605.1	XM_035798630.2	ENSOKIG00005001604.1	XM_046307096.1
OG0030614	ENSSSAG00000007160.2	XM_035778445.2	ENSOKIG00005015521.1	XM_046301222.1
OG0030615	ENSSSAG00000077388.2	XM_035777724.2	ENSOKIG00005046705.1	XM_046312201.1
OG0030616	ENSSSAG00000081183.2	XM_052476260.1	ENSOKIG00005032269.1	XM_046321993.1
OG0030617	ENSSSAG00000075825.2	XM_052527488.1	ENSOKIG00005004920.1	XM_046301549.1
OG0030618	ENSSSAG00000068294.2	XM_035740870.2	ENSOKIG00005024651.1	XM_046343651.1
OG0030619	ENSSSAG00000064863.2	XM_035740507.2	ENSOKIG00005023511.1	XM_046337372.1
OG0030620	ENSSSAG00000076108.2	XM_035740506.2	ENSOKIG00005023621.1	XM_046337366.1
OG0030621	ENSSSAG00000079441.2	XM_035800064.2	ENSOKIG00005030108.1	XM_046322306.1
OG0030622	ENSSSAG00000089572.1	XM_035791467.2	ENSOKIG00005010524.1	XM_046296490.1
OG0030623	ENSSSAG00000008181.2	XM_035800062.2	ENSOKIG00005030182.1	XM_046322305.1
OG0030625	ENSSSAG00000064965.2	XM_035740503.2	ENSOKIG00005023641.1	XM_046337346.1
OG0030626	ENSSSAG00000079939.2	XM_052518313.1	ENSOKIG00005012313.1	XM_046306183.1
OG0030627	ENSSSAG00000111175.1	XM_035740502.2	ENSOKIG00005023651.1	XM_046344155.1
OG0030628	ENSSSAG00000044753.2	XM_035780561.2	ENSOKIG00005030984.1	XM_046321000.1
OG0030629	ENSSSAG00000074814.2	XM_052520822.1	ENSOKIG00005012417.1	XM_046299738.1
OG0030630	ENSSSAG00000072623.2	XM_052477369.1	ENSOKIG00005047865.1	XM_046322088.1
OG0030631	ENSSSAG00000041934.2	XM_035740385.2	ENSOKIG00005040201.1	XM_046344015.1
OG0030632	ENSSSAG00000047205.2	XM_035757146.2	ENSOKIG00005020780.1	XM_046348686.1
OG0030633	ENSSSAG00000005868.2	XM_035799320.2	ENSOKIG00005038352.1	XM_046321850.1
OG0030634	ENSSSAG00000085500.1	XM_035742646.2	ENSOKIG00005023509.1	XM_046309061.1
OG0030635	ENSSSAG00000005877.2	XM_035799321.2	ENSOKIG00005038370.1	XM_046321851.1
OG0030636	ENSSSAG00000094922.1	XM_035797206.2	ENSOKIG00005018407.1	XM_046358138.1
OG0030637	ENSSSAG00000098285.1	XM_035783193.2	ENSOKIG00005040863.1	XM_046306230.1
OG0030638	ENSSSAG00000041855.2	XM_035738254.2	ENSOKIG00005010296.1	XM_046332604.1
OG0030639	ENSSSAG00000005884.2	XM_052476065.1	ENSOKIG00005038380.1	XM_046322162.1
OG0030640	ENSSSAG00000069995.2	XM_035737961.1	ENSOKIG00005043706.1	XM_046364285.1
OG0030641	ENSSSAG00000075621.2	XM_035782671.2	ENSOKIG00005046560.1	XM_046304513.1
OG0030642	ENSSSAG00000077763.2	XM_035765582.2	ENSOKIG00005045510.1	XM_046320982.1
OG0030643	ENSSSAG00000055861.2	XR_008076510.1	ENSOKIG00005048229.1	XM_046322092.1
OG0030644	ENSSSAG00000071374.2	XM_035739976.2	ENSOKIG00005036727.1	XR_006838246.1
OG0030645	ENSSSAG00000046719.2	XM_035780717.2	ENSOKIG00005047768.1	XM_046319754.1
OG0030646	ENSSSAG00000089587.1	XM_035742659.2	ENSOKIG00005022747.1	XM_046307777.1
OG0030647	ENSSSAG00000053927.2	XM_035781445.2	ENSOKIG00005026138.1	XM_046291379.1
OG0030648	ENSSSAG00000118410.1	XM_035780659.2	ENSOKIG00005049521.1	XM_046320399.1
OG0030649	ENSSSAG00000043720.2	XM_035749312.2	ENSOKIG00005015579.1	XM_046368920.1
OG0030650	ENSSSAG00000081309.2	XM_052476255.1	ENSOKIG00005033587.1	XM_046322405.1
OG0030651	ENSSSAG00000074591.2	XM_035735254.2	ENSOKIG00005040522.1	XM_046348716.1
OG0030652	ENSSSAG00000004557.2	XM_035782534.2	ENSOKIG00005050659.1	XM_046304050.1
OG0030653	ENSSSAG00000004579.2	XM_035782535.2	ENSOKIG00005050644.1	XM_046304044.1
OG0030654	ENSSSAG00000079540.2	XM_035736276.2	ENSOKIG00005032326.1	XM_046348678.1
OG0030655	ENSSSAG00000044304.2	XM_035780584.2	ENSOKIG00005030642.1	XM_046320696.1
OG0030656	ENSSSAG00000073512.2	XM_035782490.1	ENSOKIG00005018621.1	XM_046305532.1
OG0030657	ENSSSAG00000002904.2	XM_035742658.2	ENSOKIG00005022614.1	XM_046307775.1
OG0030658	ENSSSAG00000079607.2	XM_052466421.1	ENSOKIG00005016494.1	XM_046344875.1
OG0030659	ENSSSAG00000080306.2	XM_035799789.2	ENSOKIG00005029850.1	XM_046320642.1
OG0030660	ENSSSAG00000058616.2	XM_052466237.1	ENSOKIG00005045079.1	XM_046345964.1
OG0030661	ENSSSAG00000005096.2	XM_035742722.2	ENSOKIG00005020173.1	XM_046308450.1
OG0030662	ENSSSAG00000113399.1	XM_035749885.2	ENSOKIG00005046975.1	XM_046361047.1
OG0030663	ENSSSAG00000108030.1	XM_035742780.2	ENSOKIG00005015949.1	XM_046307971.1
OG0030664	ENSSSAG00000120060.1	XM_035749883.2	ENSOKIG00005047005.1	XM_046363111.1
OG0030665	ENSSSAG00000094111.1	XM_035778306.2	ENSOKIG00005037896.1	XM_046313200.1
OG0030666	ENSSSAG00000056283.2	XM_035778305.2	ENSOKIG00005037881.1	XM_046313199.1
OG0030667	ENSSSAG00000040789.2	XM_052482074.1	ENSOKIG00005049655.1	XM_046365318.1
OG0030668	ENSSSAG00000080335.2	XM_035799256.2	ENSOKIG00005030033.1	XM_046322139.1
OG0030669	ENSSSAG00000073286.2	XM_052481080.1	ENSOKIG00005020309.1	XM_046351586.1
OG0030670	ENSSSAG00000036161.2	XM_035749625.2	ENSOKIG00005012799.1	XM_046368897.1
OG0030671	ENSSSAG00000054891.2	XM_035799998.2	ENSOKIG00005020956.1	XM_046321607.1
OG0030672	ENSSSAG00000108306.1	XM_035797195.2	ENSOKIG00005018050.1	XM_046360296.1
OG0030673	ENSSSAG00000064467.2	XM_052529586.1	ENSOKIG00005003914.1	XM_046299774.1
OG0030674	ENSSSAG00000099417.1	XM_052463402.1	ENSOKIG00005032833.1	XM_046360444.1
OG0030675	ENSSSAG00000064442.2	XM_035798608.2	ENSOKIG00005008793.1	XM_046307312.1
OG0030676	ENSSSAG00000080424.2	XM_052527202.1	ENSOKIG00005048144.1	XM_046311680.1
OG0030677	ENSSSAG00000051425.2	XM_035787883.2	ENSOKIG00005048538.1	XM_046358095.1
OG0030678	ENSSSAG00000068570.2	XM_035766406.2	ENSOKIG00005012934.1	XM_046365090.1
OG0030679	ENSSSAG00000068572.2	XM_035766404.2	ENSOKIG00005012922.1	XM_046365088.1
OG0030680	ENSSSAG00000064464.2	XM_035798609.2	ENSOKIG00005008645.1	XM_046307293.1
OG0030681	ENSSSAG00000068577.2	XM_035766405.2	ENSOKIG00005012915.1	XM_046365089.1
OG0030682	ENSSSAG00000075737.2	XM_035738414.1	ENSOKIG00005036744.1	XM_046364294.1
OG0030683	ENSSSAG00000052925.2	XM_052464159.1	ENSOKIG00005034485.1	XM_046300828.1
OG0030684	ENSSSAG00000064506.2	XM_035779411.2	ENSOKIG00005003878.1	XM_046300745.1
OG0030685	ENSSSAG00000066437.2	XM_035749522.2	ENSOKIG00005013220.1	XM_046367899.1
OG0030686	ENSSSAG00000121503.1	XM_035789544.2	ENSOKIG00005003875.1	XM_046301979.1
OG0030687	ENSSSAG00000042705.2	XM_035749430.1	ENSOKIG00005013638.1	XM_046368913.1
OG0030688	ENSSSAG00000064474.2	XM_035798610.2	ENSOKIG00005008548.1	XM_046307282.1
OG0030689	ENSSSAG00000063924.2	XM_035780158.2	ENSOKIG00005046491.1	XM_046324419.1
OG0030690	ENSSSAG00000046726.2	XM_035746398.1	ENSOKIG00005014021.1	XM_046369200.1
OG0030691	ENSSSAG00000087512.1	XM_035737984.2	ENSOKIG00005037299.1	XM_046364362.1
OG0030692	ENSSSAG00000046794.2	XM_035746388.2	ENSOKIG00005014103.1	XM_046369201.1
OG0030694	ENSSSAG00000009754.2	XM_052480768.1	ENSOKIG00005009496.1	XM_046352320.1
OG0030695	ENSSSAG00000088600.1	XM_052482029.1	ENSOKIG00005010316.1	XM_046332607.1
OG0030696	ENSSSAG00000079409.2	XM_052478597.1	ENSOKIG00005015394.1	XM_046350238.1
OG0030697	ENSSSAG00000051545.2	XM_052474922.1	ENSOKIG00005021509.1	XM_046332618.1
OG0030698	ENSSSAG00000079416.2	XM_035735595.2	ENSOKIG00005015386.1	XM_046348577.1
OG0030699	ENSSSAG00000004963.2	XM_052476217.1	ENSOKIG00005034206.1	XM_046322599.1
OG0030700	ENSSSAG00000081204.2	XM_035777824.1	ENSOKIG00005008511.1	XM_046312665.1
